AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,Pz_THETA,Pz_ALPHA,Pz_LOW_BETA,Pz_HIGH_BETA,Pz_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,Label
469.916147,68.9482,7.868324,2.903918,1.910516,0.308998,0.46804,0.341176,0.566427,1.08462,1.212289,2.662653,1.010097,2.122081,1.94423,1.377386,4.157988,1.232663,4.635465,3.205878,5.873986,5.909792,1.461252,1.760849,2.02869,4
1263.524563,158.742748,21.312182,3.532401,1.970658,0.340849,0.497121,0.331088,0.586476,1.099937,1.171865,2.499868,0.876664,2.340602,1.976422,1.469817,4.103052,1.23007,5.306511,3.445145,6.447423,6.274636,1.672748,1.786607,1.954661,4
2530.935464,303.566017,42.900709,4.528774,1.933303,0.403018,0.491552,0.307439,0.616021,1.082447,1.083449,2.322782,0.761037,2.592314,1.924311,1.631394,3.874882,1.258303,5.928719,3.543348,7.021486,6.499786,1.905767,1.93404,1.844608,4
4083.097363,481.923119,68.242702,5.752995,1.789516,0.474196,0.463637,0.275334,0.658148,1.034962,0.999313,2.145431,0.677891,2.817346,1.777129,1.913783,3.578899,1.270322,6.221555,3.441141,7.76028,6.683965,2.142288,2.17976,1.689036,4
5520.085199,647.638394,90.431735,6.902858,1.576882,0.52196,0.435729,0.246879,0.719695,0.973663,1.037004,2.008444,0.637409,2.961429,1.557964,2.343664,3.313253,1.224591,6.071826,3.145282,8.628823,6.838032,2.33332,2.470073,1.494089,4
6399.117495,748.204758,102.211332,7.630894,1.361502,0.51924,0.433412,0.241091,0.805994,0.917373,1.239713,1.980537,0.660484,3.022667,1.322686,2.88181,3.149718,1.126538,5.536814,2.726726,9.408598,6.921516,2.421062,2.746244,1.288675,4
6441.539955,748.83738,99.476495,7.705389,1.212049,0.467988,0.473327,0.290995,0.91916,0.875717,1.611977,2.131206,0.768124,3.051575,1.141964,3.419685,3.103622,0.993748,4.795746,2.304095,9.79907,6.831444,2.355391,2.968745,1.122479,4
5663.324868,649.31901,83.672211,7.126237,1.168107,0.378065,0.553979,0.425324,1.050207,0.844982,2.080456,2.461424,0.997261,3.102784,1.062182,3.833923,3.146632,0.864106,4.040402,1.98929,9.611011,6.458183,2.142005,3.117623,1.038879,4
4303.446542,483.12716,60.339751,6.095529,1.225288,0.288829,0.656192,0.649919,1.179845,0.814017,2.544437,2.903642,1.380681,3.205483,1.08521,4.053072,3.214711,0.765287,3.38607,1.846677,8.922941,5.79368,1.864019,3.188373,1.053288,4
2841.635872,302.827544,37.000671,4.939556,1.345595,0.225969,0.751849,0.928812,1.282139,0.773127,2.925679,3.342774,1.933711,3.34526,1.172788,4.090966,3.303723,0.709583,2.869885,1.876213,8.099106,5.071348,1.669739,3.183496,1.146993,4
1582.320196,155.657579,19.462768,3.960897,1.481117,0.207629,0.813986,1.18311,1.330992,0.718881,3.156535,3.642613,2.634276,3.485436,1.276018,4.002245,3.451631,0.707317,2.499388,2.028666,7.636019,4.585327,1.705401,3.118351,1.280346,4
12.747275,15.494552,6.291507,8.660703,5.253748,0.394334,2.294109,0.301119,1.635269,1.986793,128.694277,12.304143,3.001585,1.590024,6.03157,14.294587,22.598243,13.768535,10.984409,6.967178,10.114583,25.688707,7.580108,9.282591,6.705745,1
11.915991,18.58508,7.304041,10.271683,6.271464,0.318178,2.480546,0.363928,1.771356,2.021001,172.547184,13.142943,3.518679,1.420405,7.688864,14.941012,26.846145,14.125833,12.207954,7.439621,9.206188,28.683975,7.653906,10.472653,8.025948,1
12.148866,20.969266,9.089819,11.946239,7.360646,0.26688,2.544154,0.462745,1.912162,1.967633,234.009988,13.468816,3.630635,1.247963,8.498084,14.111412,29.95198,14.098726,13.536193,7.855839,8.278442,30.63403,8.134107,11.645981,9.168923,1
12.965116,22.559198,11.401892,13.27223,8.37084,0.237157,2.500852,0.579136,2.010227,1.861389,307.464558,12.561719,3.288586,1.102086,8.189268,12.0284,31.463784,13.756603,14.521412,8.270738,7.144843,31.313255,8.866882,12.486904,9.974404,1
13.614753,23.620488,13.83132,14.024866,9.11579,0.230052,2.373743,0.69367,2.027592,1.743176,383.410789,10.348102,2.618349,1.000257,6.887204,9.353726,31.322145,13.234835,14.876952,8.697732,5.918194,30.82364,9.667404,12.842552,10.343289,1
13.652347,24.529493,16.033563,14.237071,9.441771,0.250554,2.191962,0.81709,1.967215,1.643587,451.538017,7.393477,1.890523,0.952538,5.044522,7.005091,29.886461,12.748315,14.549428,9.089132,5.067455,29.446231,10.471821,12.83049,10.255724,1
12.890797,25.421244,17.877975,14.131927,9.277454,0.303451,1.987151,0.983102,1.882173,1.579144,504.095631,4.458198,1.393244,0.973497,3.226512,5.513641,27.713106,12.675691,13.771315,9.325404,4.866057,27.575844,11.380092,12.758208,9.761185,1
11.663919,26.085328,19.171527,13.976118,8.671311,0.408766,1.813291,1.197028,1.854329,1.557201,537.34761,2.271347,1.32747,1.066504,1.871472,5.030622,25.560801,13.119134,12.93572,9.270916,5.488249,25.578586,12.319696,12.908477,8.961113,1
10.771254,26.023406,19.741234,13.943515,7.779542,0.573453,1.748836,1.44046,1.939299,1.58141,550.144195,1.457501,1.717843,1.241783,1.177079,5.161321,24.050345,13.939546,12.465848,8.856844,6.956778,23.680802,13.138055,13.352181,7.988337,1
10.711133,24.821251,19.347855,14.020098,6.799843,0.785162,1.864362,1.661501,2.1242,1.643493,541.933884,2.355124,2.413356,1.512261,1.10075,5.581961,23.381785,14.678113,12.601418,8.103852,8.722506,21.870045,13.639731,13.904519,6.963154,1
11.478792,22.510379,18.042559,14.085349,5.906889,1.00755,2.167998,1.829941,2.341205,1.718961,511.992704,4.905154,3.137349,1.863504,1.452383,6.108724,23.348808,14.994957,13.317234,7.117812,10.744141,20.127751,13.799974,14.289897,5.982521,1
12.772921,19.593641,16.020236,13.973222,5.22805,1.19195,2.570298,1.920916,2.497367,1.780315,460.496726,8.77277,3.65003,2.239732,2.02556,6.707571,23.502698,14.756979,14.323924,6.080593,12.327763,18.495725,13.719727,14.25144,5.144819,1
14.028034,16.599379,13.648556,13.6154,4.80055,1.29063,2.908679,1.945188,2.519726,1.806138,390.955406,13.185531,3.825958,2.556428,2.624425,7.378285,23.275933,14.169287,15.258082,5.176444,13.495488,16.802188,13.525535,13.737988,4.518996,1
14.951269,13.87575,11.221865,12.937853,4.605647,1.298472,3.040444,1.915139,2.372181,1.788069,311.738039,16.72558,3.63212,2.71686,3.036794,8.16307,22.264306,13.200592,15.705679,4.561974,13.999643,14.794536,13.143469,12.805481,4.158887,1
15.609965,11.712773,9.207709,11.932695,4.58431,1.223636,2.894926,1.858428,2.074877,1.734634,234.311671,18.304029,3.133529,2.672259,3.105572,8.961574,20.494824,12.005852,15.354057,4.324452,14.307163,12.514347,12.572403,11.611894,4.083589,1
16.370554,10.279708,8.198871,10.659004,4.643871,1.105349,2.506693,1.801811,1.696675,1.66975,169.430189,17.629052,2.468368,2.448548,2.802223,9.597431,18.560425,10.987679,14.160429,4.462318,15.136986,10.31376,12.054806,10.360138,4.248877,1
17.778267,9.560114,8.619986,9.30071,4.700185,0.987634,2.023508,1.770365,1.327409,1.621718,123.391062,15.31398,1.841437,2.1402,2.239836,10.059604,17.529548,10.664672,12.405946,4.907125,17.596117,8.931001,12.033796,9.287664,4.55739,1
20.120771,9.523532,10.266247,8.146603,4.699304,0.922398,1.617547,1.755235,1.049334,1.60444,96.531531,12.674354,1.38376,1.872767,1.617481,10.371534,18.065662,11.199542,10.605274,5.542583,21.9773,8.939861,12.6896,8.632914,4.897567,1
22.96509,10.086573,12.508497,7.451002,4.587791,0.923146,1.398929,1.72369,0.913916,1.599686,84.482986,10.769643,1.117274,1.754301,1.124649,10.399106,19.984294,12.271637,9.272359,6.195292,27.619104,10.297282,13.806844,8.549293,5.151039,1
25.519678,11.045277,14.602583,7.334993,4.341438,0.972447,1.375754,1.659134,0.925875,1.569661,80.730003,9.915865,0.995851,1.831384,0.856514,9.994756,22.367083,13.34451,8.687332,6.693282,32.794975,12.39506,14.96441,8.988538,5.229349,1
26.864934,12.022544,15.840221,7.699809,4.009621,1.041082,1.465162,1.56185,1.043166,1.491039,80.1862,9.82128,0.959439,2.062318,0.789839,9.152556,23.991481,13.908991,8.77582,6.957841,35.595773,14.294767,15.678067,9.636038,5.130687,1
26.772445,12.697574,15.781312,8.333364,3.703872,1.136557,1.558631,1.426701,1.206981,1.374491,80.33159,9.947061,0.92949,2.334504,0.824299,8.004918,24.046748,13.65736,9.24434,7.025369,34.813257,15.297205,15.548962,10.077199,4.942708,1
25.980824,12.778768,14.408929,9.034891,3.539063,1.29638,1.578225,1.243957,1.360428,1.259026,80.777113,10.091604,0.86903,2.524516,0.864331,6.855519,22.54203,12.574536,9.721873,7.00429,30.512407,15.08662,14.369385,9.963891,4.7843,1
25.968286,12.299976,12.078322,9.706942,3.556525,1.550303,1.508218,1.022758,1.459577,1.183669,81.502939,10.329887,0.780896,2.5595,0.875171,6.034438,20.205147,10.950164,9.915191,6.975265,23.966879,13.906715,12.272088,9.163552,4.711609,1
27.341033,11.700935,9.447804,10.347224,3.703461,1.875846,1.380785,0.801191,1.486397,1.161311,82.266253,10.658256,0.690104,2.423299,0.857199,5.725531,17.99917,9.23717,9.731529,6.937117,16.997877,12.410277,9.736991,7.84585,4.696121,1
29.911721,11.570586,7.15461,10.989103,3.871517,2.197108,1.259845,0.622503,1.456131,1.17808,82.856561,10.989948,0.622593,2.158297,0.819241,5.807701,16.682173,7.869892,9.352201,6.81818,11.382305,11.325923,7.380851,6.452194,4.663557,1
32.42205,12.342154,5.598433,11.542675,3.944986,2.401777,1.199156,0.510483,1.395157,1.212803,83.126852,11.15831,0.593337,1.850748,0.77359,5.979233,16.563399,7.013082,9.041767,6.531465,8.086778,11.200853,5.591451,5.416952,4.541792,1
33.508477,13.978545,4.79643,11.811262,3.862486,2.397915,1.233322,0.475586,1.324904,1.252546,83.049841,11.077431,0.606562,1.593576,0.729774,5.897589,17.361708,6.665062,9.011146,6.04228,6.910315,12.145056,4.506481,5.040383,4.305532,1
32.080029,15.859948,4.495215,11.572589,3.648344,2.172707,1.359253,0.512344,1.24915,1.29856,82.741663,10.763167,0.648663,1.447879,0.691391,5.409857,18.377813,6.577345,9.302136,5.401065,6.930276,13.705419,3.979659,5.359445,3.996253,1
28.628603,17.253837,4.402266,10.732507,3.383055,1.808465,1.540535,0.608958,1.160846,1.358035,82.340294,10.324257,0.694038,1.422123,0.658609,4.602949,18.83251,6.491507,9.828675,4.729418,7.226177,15.125728,3.779719,6.131779,3.691802,1
24.020566,17.921748,4.514663,9.380801,3.159728,1.432353,1.715806,0.760919,1.051341,1.428603,81.794389,9.951436,0.720548,1.491927,0.64965,3.736834,18.312208,6.502754,10.439556,4.156498,7.454157,15.74182,3.811898,6.953321,3.458058,1
19.697638,18.098581,5.048154,7.841239,3.045383,1.155355,1.821743,0.962971,0.932071,1.494373,81.438657,9.841761,0.727725,1.662552,0.749081,3.072366,16.807917,6.921261,11.042037,3.759593,7.587242,15.268602,4.156755,7.545504,3.331496,1
16.781734,18.108202,5.966804,6.522935,3.086225,1.022739,1.822765,1.185027,0.83742,1.533888,83.763576,10.052324,0.725848,2.016925,1.164188,2.8544,14.725564,7.764735,11.634289,3.549587,7.667867,13.803746,4.713409,7.869441,3.334659,1
15.612038,18.238822,7.066538,5.744966,3.343086,1.018836,1.719813,1.384194,0.818139,1.53482,93.964606,10.348211,0.724313,2.632115,2.092085,3.675282,12.64614,8.839298,12.255012,3.513515,7.717693,11.732647,5.348818,8.088167,3.503356,1
15.962544,18.702238,8.177551,5.620111,3.867531,1.089241,1.561308,1.533449,0.920161,1.506187,118.412185,10.307858,0.743743,3.477232,3.533095,6.123139,11.16108,9.913699,12.900948,3.641907,7.774507,9.726294,5.99897,8.396008,3.867271,1
16.627287,19.587216,9.108427,6.004457,4.645201,1.168163,1.425245,1.602069,1.15056,1.472619,161.340061,9.746441,0.781505,4.377752,5.207888,10.264503,10.724022,10.813331,13.444562,3.931627,7.856995,8.524341,6.652533,8.85475,4.421046,1
17.355955,20.683412,9.726605,6.559629,5.530995,1.229435,1.385041,1.575967,1.456283,1.450152,221.578266,8.58856,0.796988,5.056036,6.630775,15.643555,11.536292,11.41823,13.629241,4.331359,7.870827,8.576085,7.285019,9.310574,5.065092,1
18.098808,21.749578,9.961486,6.958587,6.259322,1.270818,1.464731,1.455257,1.741356,1.431069,291.682098,7.063433,0.76433,5.264345,7.318932,21.105009,13.345735,11.657241,13.239639,4.7193,7.677697,9.913213,7.841384,9.497211,5.595521,1
18.521818,22.711266,9.987293,6.973877,6.551691,1.300597,1.630671,1.260423,1.903724,1.388002,359.219777,5.735256,0.735994,4.90738,7.01997,25.165171,15.555196,11.621257,12.199956,4.940973,7.096997,12.174311,8.303508,9.167344,5.787771,1
18.164859,23.324997,10.170731,6.547258,6.260094,1.347723,1.813565,1.037936,1.879739,1.291551,410.859383,5.092074,0.811432,4.099976,5.835219,26.674923,17.496732,11.606199,10.652932,4.887569,6.62181,14.729588,8.819582,8.253311,5.509034,1
16.891545,23.120724,11.02859,5.790355,5.452925,1.430036,1.925101,0.834887,1.681229,1.141561,438.061636,5.429708,1.034467,3.114093,4.168357,25.263547,18.469908,11.926146,8.911607,4.576935,7.679426,16.837847,9.727736,6.917544,4.801933,1
15.348764,21.68237,12.81375,5.017424,4.406276,1.547367,1.894527,0.705914,1.406907,0.981825,439.749365,6.892499,1.365948,2.269288,2.54357,21.54542,18.059568,12.685044,7.47123,4.17507,11.516511,17.92319,11.195743,5.584331,3.889129,1
14.435169,18.952846,15.287328,4.617614,3.490971,1.668433,1.695815,0.696287,1.191801,0.877877,421.36272,9.478299,1.747245,1.795866,1.373162,16.825784,16.16534,13.70363,6.852428,3.923811,18.158264,17.718155,13.118043,4.770748,3.0858,1
14.364938,15.426227,17.828311,4.847973,3.015606,1.741174,1.370019,0.811947,1.137031,0.883581,390.866582,13.015287,2.16458,1.753281,0.811966,12.617717,13.166703,14.617381,7.384146,4.044285,25.953551,16.399557,15.158534,4.817593,2.685904,1
14.909019,11.870369,19.704848,5.685385,3.108268,1.723112,1.002739,1.02072,1.257025,1.011403,356.171291,17.326423,2.656352,2.058715,0.780673,9.971119,9.942204,15.124484,8.98067,4.625246,32.258727,14.44804,16.930656,5.73537,2.84695,1
15.350403,8.981722,20.309647,6.858632,3.687833,1.603948,0.681503,1.25997,1.478586,1.228746,323.556337,22.00896,3.266595,2.571838,1.121043,9.236614,7.448038,15.188343,11.162785,5.58132,34.920505,12.435927,18.072804,7.206812,3.529657,1
15.423467,7.020272,19.403223,7.993557,4.547261,1.417024,0.461827,1.457184,1.689012,1.478174,296.779421,26.271067,4.024286,3.170173,1.72201,9.96022,6.208516,14.87196,13.263343,6.716935,32.847938,10.742405,18.298534,8.742425,4.544623,1
14.283292,5.791738,17.110306,8.786796,5.451279,1.239197,0.353001,1.552602,1.797936,1.695381,277.021422,29.034492,4.976717,3.765245,2.516877,11.299052,6.245909,14.181192,14.699879,7.781877,26.777883,9.452693,17.459068,9.911051,5.621776,1
12.187228,4.982032,13.980891,9.054271,6.169572,1.148383,0.326714,1.52332,1.767654,1.827542,262.363451,29.470626,6.041854,4.260357,3.364158,12.335482,7.108019,13.129321,15.163516,8.520847,19.087124,8.426348,15.69954,10.443713,6.458187,1
9.688497,4.403568,10.757759,8.769253,6.512547,1.17401,0.345353,1.384618,1.616339,1.84906,248.611768,27.500525,7.101275,4.572904,4.050919,12.495908,8.222999,11.794736,14.687125,8.754147,11.862767,7.517465,13.453344,10.323961,6.803064,1
7.553835,4.130546,8.050451,8.039914,6.400239,1.274602,0.388379,1.175645,1.398414,1.765722,231.735551,23.751246,7.978552,4.707505,4.385745,11.528556,9.16774,10.300675,13.56917,8.438208,6.659804,6.72956,11.223066,9.756576,6.565655,1
6.457835,4.438381,6.05697,7.096877,5.937235,1.364933,0.467057,0.939687,1.178773,1.613245,209.697862,19.167841,8.540732,4.754369,4.307308,9.625959,9.890655,8.702566,12.215709,7.694348,3.693582,6.22933,9.265972,9.067149,5.889984,1
6.347094,5.554091,4.650595,6.252338,5.373724,1.367215,0.615706,0.719236,1.010441,1.444707,184.22854,14.660007,8.71307,4.824511,3.955418,7.433135,10.77771,7.076089,11.035748,6.760516,2.323666,6.322045,7.597078,8.566443,5.095565,1
6.643762,7.441419,3.718497,5.780545,4.963687,1.248853,0.850686,0.549347,0.91915,1.307403,160.514136,10.889701,8.498374,5.011581,3.635998,5.617,12.228036,5.673783,10.269193,5.891397,1.714723,7.202179,6.269829,8.396795,4.502831,1
7.307281,9.734754,3.339194,5.831603,4.8531,1.03726,1.145046,0.45604,0.908554,1.233119,145.248919,8.110313,7.917038,5.349411,3.651245,4.54545,14.345639,4.916785,9.978845,5.283568,1.567997,8.816902,5.502392,8.511043,4.300331,1
8.977078,11.857708,3.467554,6.419273,5.017385,0.798644,1.436081,0.437314,0.978485,1.2411,143.165535,6.258118,6.981833,5.77245,4.108603,4.204372,16.795796,4.967019,10.108627,5.014622,1.903023,10.784824,5.282745,8.764064,4.484276,1
11.772575,13.215866,3.937658,7.455335,5.277595,0.599168,1.648844,0.462491,1.137001,1.324,154.133054,5.254207,5.825595,6.136296,4.839307,4.330922,18.785362,5.676276,10.52946,5.013186,2.770493,12.436004,5.404576,9.036765,4.868889,1
15.187766,13.425016,4.569949,8.753169,5.435902,0.484242,1.730733,0.494964,1.385318,1.45302,172.947736,4.860492,4.648019,6.26923,5.479015,4.628958,19.472906,6.698176,11.064202,5.158321,4.133938,13.110286,5.621517,9.265422,5.225893,1
19.337709,12.618697,5.256918,10.063747,5.37466,0.454964,1.679813,0.514773,1.698427,1.585791,192.327293,4.691014,3.669978,6.052239,5.67047,4.941659,18.470528,7.666258,11.456421,5.328064,6.083777,12.5277,5.787779,9.440668,5.393968,1
23.300294,11.266945,5.916076,11.1279,5.086127,0.48129,1.530606,0.508798,2.01904,1.678506,206.436908,4.56353,2.983081,5.484216,5.245775,5.227249,16.108024,8.316957,11.424417,5.407938,8.547635,10.946901,5.846434,9.558769,5.307447,1
26.225824,9.912965,6.393051,11.732067,4.666457,0.517869,1.33591,0.487957,2.267366,1.70764,212.239087,4.501207,2.536146,4.697201,4.308147,5.397324,13.162093,8.508992,10.824016,5.331389,11.105109,8.942493,5.701479,9.562451,4.995242,1
27.254673,8.905358,6.650382,11.771738,4.243281,0.54009,1.151503,0.499422,2.373436,1.678107,209.491693,4.577336,2.242699,3.877274,3.148488,5.394091,10.409309,8.397704,9.75564,5.088464,13.135587,7.087792,5.39427,9.369294,4.543282,1
26.29723,8.358995,6.737166,11.250158,3.898999,0.549286,1.018226,0.59447,2.308349,1.614234,200.067681,4.802396,2.033949,3.197285,2.099858,5.224593,8.455737,8.279103,8.518588,4.714521,14.041689,5.846571,5.085938,8.899017,4.042923,1
23.982013,8.262085,6.798857,10.319528,3.660373,0.559737,0.974902,0.796332,2.107587,1.549703,186.688154,5.052539,1.899276,2.758759,1.390504,4.903381,7.670092,8.374143,7.499025,4.28644,13.647219,5.545992,5.015519,8.204689,3.580153,1
20.97446,8.625199,6.948346,9.292668,3.539729,0.578685,1.054199,1.069214,1.857957,1.512326,171.843809,5.160742,1.894199,2.569163,1.067518,4.500303,8.104271,8.58049,7.042348,3.929359,12.045897,6.355732,5.255993,7.547324,3.241586,1
17.894068,9.460616,7.179405,8.474887,3.543543,0.601847,1.252346,1.324623,1.651851,1.510589,157.359088,5.194198,2.091042,2.570218,1.018406,4.146604,9.638321,8.677454,7.230336,3.762795,9.684839,8.34402,5.717077,7.194295,3.099521,1
15.216935,10.732274,7.474327,8.012444,3.664162,0.626835,1.530272,1.479629,1.543554,1.530264,144.330524,5.355326,2.437357,2.624204,1.073258,4.025599,12.071975,8.516546,7.812147,3.8482,7.376025,11.40329,6.223782,7.226448,3.181453,1
12.944625,12.276769,7.798494,7.8272,3.842557,0.674499,1.817653,1.501661,1.525305,1.540175,133.297723,5.929509,2.789778,2.598048,1.10444,4.148832,14.894522,8.160339,8.338168,4.136669,5.653171,15.064418,6.718012,7.462761,3.421138,1
11.172214,13.784463,8.080754,7.690423,3.965216,0.771325,2.013206,1.407416,1.545363,1.508439,124.482981,7.193578,2.973752,2.440362,1.068489,4.377246,17.3501,7.80977,8.414966,4.474677,4.857539,18.498475,7.269455,7.577623,3.671246,1
9.666167,14.774508,8.331086,7.376427,3.944826,0.929921,2.038692,1.255635,1.549448,1.424844,118.385046,8.984301,2.840151,2.186491,0.979509,4.592186,18.732648,7.732721,7.926924,4.694275,4.792179,20.721467,8.049968,7.314602,3.806153,1
8.713172,14.884736,8.708003,6.784339,3.748841,1.129627,1.872477,1.107312,1.521261,1.302987,115.97583,10.659399,2.393468,1.909193,0.877422,4.640368,18.618895,8.211493,7.054509,4.671184,5.134086,20.964243,9.282603,6.626828,3.767405,1
8.458766,14.091676,9.361399,5.961156,3.410471,1.313482,1.565448,0.996122,1.460108,1.162512,118.517886,11.521556,1.772458,1.679459,0.811645,4.477852,17.098525,9.27468,6.083361,4.374926,5.451364,19.120264,11.028126,5.645655,3.572546,1
8.979677,12.673799,10.290179,5.09663,3.043526,1.408706,1.219283,0.926777,1.378706,1.027912,126.685632,11.190896,1.179638,1.567321,0.864807,4.245331,14.723568,10.582109,5.272159,3.902257,5.54871,15.844799,12.97951,4.624778,3.333639,1
10.25296,11.069979,11.288663,4.398095,2.779495,1.365689,0.941732,0.890415,1.300128,0.920474,139.596616,9.795988,0.776527,1.643072,1.160472,4.025379,12.256506,11.629858,4.732625,3.419712,5.294025,12.232329,14.579721,3.786828,3.195803,1
11.78269,9.750037,12.074275,3.96445,2.703994,1.186187,0.792983,0.887485,1.232177,0.855437,155.168115,7.941383,0.766438,1.955645,1.790686,3.889626,10.340909,11.974818,4.392953,3.085455,4.793019,9.339077,15.283519,3.216038,3.267014,1
12.951607,9.007308,12.394961,3.751628,2.821582,0.91802,0.759298,0.919763,1.167192,0.837322,171.122615,6.28468,1.363642,2.513264,2.734959,3.833166,9.31458,11.521659,4.106183,2.979036,4.162947,7.802719,14.855442,2.848887,3.560551,1
13.147817,9.062427,12.21925,3.65483,3.040364,0.638556,0.789862,0.991566,1.094963,0.855514,185.924543,5.237254,2.681302,3.258043,3.84355,3.802001,9.224832,10.618323,3.807825,3.070136,3.464082,7.754103,13.5955,2.56383,3.966466,1
12.621676,10.125531,11.729728,3.589773,3.229305,0.413916,0.843658,1.112638,1.008036,0.88494,198.96715,4.878661,4.625124,4.066599,4.913954,3.767023,10.035301,9.836307,3.532743,3.254846,3.391169,9.136702,12.184418,2.298438,4.309383,1
6.106748,13.448712,14.690712,10.586486,4.60126,0.855977,2.076411,2.01529,1.670304,0.926631,118.376517,3.943301,2.656109,3.16458,0.734145,4.336545,10.929737,13.124371,12.295568,4.142805,2.385547,15.243967,15.242898,11.754992,3.077133,2
6.30965,9.589379,14.344744,10.492158,4.570562,0.769336,1.812479,1.954185,1.580807,1.07026,113.570708,3.988012,2.482192,3.262318,0.808186,5.307277,6.716213,12.674421,11.543183,4.198521,2.796905,10.404482,14.452262,11.499326,3.276816,2
6.918365,6.872378,13.958809,10.249113,4.851584,0.689267,1.551552,1.817702,1.39676,1.280034,112.099127,3.882374,2.651784,3.30721,0.942781,6.18363,4.236703,12.414999,10.57148,4.680691,3.345458,7.574213,13.60326,10.715362,3.805573,2
7.425462,5.358492,13.640881,9.84412,5.41634,0.617672,1.333756,1.636174,1.183862,1.528116,113.688322,3.654944,3.274561,3.302995,1.116372,6.737912,3.389875,12.518776,9.572705,5.588167,3.909013,6.533017,13.015428,9.632866,4.630706,2
7.544296,4.769374,13.335191,9.341888,6.105453,0.564336,1.174046,1.441815,1.013816,1.757779,117.388362,3.421562,4.297279,3.267058,1.309213,6.803846,3.798534,12.986458,8.708835,6.73399,4.340279,6.629208,12.756404,8.529698,5.594411,2
7.355991,5.092367,12.843835,8.794183,6.707293,0.534126,1.078403,1.256992,0.924668,1.901714,122.636037,3.338154,5.545613,3.211495,1.497106,6.361416,5.357269,13.547938,8.023253,7.811116,4.616858,7.448813,12.573774,7.560179,6.469237,2
7.130845,6.60118,12.084725,8.204578,7.035221,0.524249,1.052331,1.100505,0.90622,1.912381,129.425977,3.546557,6.808534,3.150908,1.646218,5.572014,8.0862,13.807306,7.455258,8.502732,5.007135,8.826681,12.178479,6.745627,7.043334,2
8.277771,9.724482,11.273334,7.579223,6.990165,0.543789,1.106181,1.017568,0.925871,1.786567,137.396523,4.132563,7.89236,3.106044,1.720256,4.660454,11.806185,13.572418,6.949629,8.607611,8.122977,10.941629,11.545519,6.068123,7.191603,2
13.858163,14.593421,10.760591,6.996568,6.617982,0.596561,1.244983,1.036984,0.957676,1.574494,145.279759,5.073401,8.717329,3.099073,1.698252,3.94955,16.011383,12.818587,6.530649,8.142097,19.075809,14.315265,10.900692,5.579786,6.935952,2
26.191261,20.813405,10.705541,6.599332,6.098884,0.677091,1.454892,1.149088,0.992066,1.363978,151.032749,6.30759,9.283517,3.138371,1.602063,3.760266,20.095423,11.644991,6.28598,7.3389,41.50296,19.287821,10.430365,5.398824,6.444873,2
45.05944,27.404399,11.125478,6.442095,5.646256,0.762438,1.707349,1.309514,1.031024,1.243674,153.037689,7.684458,9.590773,3.215023,1.508316,4.223661,23.630106,10.384872,6.259367,6.53092,74.045889,25.602447,10.364909,5.573938,5.949126,2
66.547796,32.948869,11.878582,6.4764,5.404496,0.821729,1.938734,1.476896,1.079107,1.2717,151.1104,8.901462,9.605815,3.298498,1.511387,5.102957,26.280261,9.453869,6.399172,5.987984,109.174759,32.100545,10.889838,6.036087,5.628124,2
84.220084,36.105584,12.656952,6.607109,5.403599,0.824066,2.068179,1.616245,1.139427,1.451398,146.36642,9.659462,9.326268,3.351369,1.67544,6.02761,27.806576,9.167581,6.589055,5.823388,136.044203,37.072538,11.98761,6.620203,5.538215,2
92.387073,35.991648,12.995511,6.766663,5.567696,0.75889,2.039635,1.684332,1.209439,1.726857,141.093875,9.683889,8.789598,3.366543,2.000688,6.660988,28.113501,9.611178,6.808272,5.97215,145.622324,38.930578,13.314458,7.185067,5.612633,2
89.302374,32.747253,12.617606,7.090701,5.794426,0.643649,1.850197,1.659834,1.284398,2.010462,138.602025,8.907419,8.081007,3.353272,2.409973,6.854242,27.314249,10.576629,7.23652,6.268476,134.785125,37.151842,14.342158,7.768406,5.734626,2
77.982932,27.478895,11.428064,7.724319,6.000836,0.521211,1.545445,1.536609,1.351558,2.219382,143.734516,7.711005,7.302543,3.318994,2.780102,6.721879,25.715345,11.539938,8.060936,6.554907,107.138918,32.459513,14.473101,8.426299,5.798961,2
64.203642,21.80907,9.766453,8.685204,6.127019,0.445224,1.212277,1.382981,1.404416,2.297263,161.040563,6.694153,6.605588,3.274436,2.993408,6.581342,23.759351,12.070181,9.322171,6.728035,72.720654,26.516369,13.506795,9.14486,5.746943,2
53.535826,17.169473,8.22991,9.880679,6.152601,0.445649,0.934369,1.294286,1.453937,2.228839,192.826044,6.085234,6.103058,3.197701,2.983637,6.681511,21.78567,11.818264,10.888466,6.74365,41.738075,20.935969,11.692186,9.87414,5.582734,2
47.830961,14.513752,7.408193,11.07717,6.080728,0.512986,0.769257,1.330848,1.519398,2.044295,237.468713,5.651963,5.727531,3.043218,2.755683,7.019949,20.102292,10.807192,12.418815,6.590566,21.105288,16.978092,9.649798,10.517299,5.342666,2
