AF3_THETA,AF3_ALPHA,AF3_LOW_BETA,AF3_HIGH_BETA,AF3_GAMMA,T7_THETA,T7_ALPHA,T7_LOW_BETA,T7_HIGH_BETA,T7_GAMMA,Pz_THETA,Pz_ALPHA,Pz_LOW_BETA,Pz_HIGH_BETA,Pz_GAMMA,T8_THETA,T8_ALPHA,T8_LOW_BETA,T8_HIGH_BETA,T8_GAMMA,AF4_THETA,AF4_ALPHA,AF4_LOW_BETA,AF4_HIGH_BETA,AF4_GAMMA,Label
17.176055,2.44972,3.177567,1.53977,1.300956,1.725129,3.777548,3.338013,2.732134,8.075621,253.617697,0.359779,0.504923,0.434305,0.459967,10.197501,3.742103,4.091546,1.501611,1.444675,17.133672,2.601586,3.252244,1.828612,1.268703,4
23.253106,1.944404,3.732944,1.668738,1.31832,1.991594,3.827311,3.749262,2.425919,7.545793,253.627246,0.274723,0.500158,0.462772,0.473335,12.843593,3.340938,4.728872,1.452296,1.457668,22.211067,1.949136,3.66069,1.657283,1.239886,4
28.048857,1.524269,4.08,1.884625,1.356418,2.151701,3.464834,4.095678,2.436444,7.081881,253.455125,0.21113,0.469502,0.502845,0.480315,15.182954,3.091143,5.064548,1.421258,1.427718,25.931035,1.505309,3.925695,1.532733,1.180404,4
30.294826,1.291089,4.114462,2.129533,1.425717,2.194578,2.781884,4.246042,2.774945,6.670145,253.223261,0.189188,0.413542,0.530948,0.487782,16.789595,2.89268,4.96717,1.356037,1.369858,27.554528,1.375286,3.989049,1.448027,1.099616,4
29.733554,1.303657,3.876675,2.322429,1.521939,2.177605,1.987228,4.144315,3.382595,6.283814,253.409594,0.198678,0.353186,0.531015,0.502452,17.438314,2.660032,4.478821,1.23362,1.301807,26.857105,1.529876,3.862969,1.378715,1.009638,4
26.843226,1.56586,3.493205,2.413216,1.62005,2.172267,1.314142,3.840955,4.169612,5.913284,254.446854,0.215986,0.306438,0.49732,0.524111,17.188932,2.423273,3.731795,1.091051,1.236729,24.507129,1.837271,3.589799,1.320581,0.920979,4
22.568169,2.069064,3.092749,2.383118,1.684532,2.214193,0.921202,3.444538,5.027851,5.592454,256.344649,0.251925,0.276618,0.435668,0.545053,16.169909,2.349489,2.884203,0.983201,1.181548,21.166554,2.174508,3.21896,1.273982,0.839218,4
17.98705,2.867037,2.760251,2.260134,1.695953,2.287879,0.850529,3.044808,5.852128,5.394289,258.660253,0.351609,0.259247,0.359738,0.554734,14.518082,2.734938,2.117424,0.961518,1.145366,17.627143,2.56762,2.803802,1.247932,0.772444,4
13.810851,4.004978,2.514882,2.110105,1.668296,2.327365,1.057011,2.717126,6.539801,5.397341,260.697469,0.535465,0.25328,0.286969,0.547691,12.390266,3.78158,1.589413,1.055293,1.144354,14.316894,3.128576,2.391788,1.262892,0.73692,4
10.284674,5.437391,2.327519,2.013567,1.644446,2.268017,1.471957,2.506878,6.981672,5.638819,261.905828,0.786915,0.254941,0.233182,0.52902,9.927452,5.41339,1.366417,1.260726,1.194508,11.301693,3.96192,2.021709,1.338158,0.754704,4
7.34082,7.048925,2.11554,2.022346,1.676672,2.098096,2.041612,2.471219,7.072419,6.08963,262.141613,1.042013,0.259323,0.204957,0.511807,7.350617,7.242804,1.386347,1.549768,1.30736,8.495993,5.118949,1.67827,1.48099,0.850255,4
5.64931,8.667527,1.828296,2.138161,1.795533,1.879716,2.718967,2.614716,6.802813,6.637432,261.82728,1.238922,0.262118,0.205359,0.507887,5.076315,8.736339,1.521845,1.882011,1.487531,6.600152,6.572466,1.355885,1.697981,1.043959,4
6.112767,10.109263,1.505204,2.304486,1.979572,1.690466,3.431835,2.864131,6.289021,7.101007,261.500754,1.330902,0.26307,0.233361,0.518777,3.53983,9.4677,1.662464,2.215535,1.719764,6.612454,8.174121,1.099186,1.974083,1.336327,4
17.917783,9.679656,4.779697,1.880579,0.584709,1.426068,1.511662,0.79179,0.774975,0.872563,8.067823,4.97897,1.003191,1.092766,0.770753,2.834048,3.676102,3.324561,2.487743,0.958503,10.421608,5.452915,2.716512,1.501123,0.443257,1
16.511539,7.683279,4.285079,1.701009,0.638978,1.448573,1.704893,0.749181,0.741096,0.902145,6.786669,5.432889,1.013617,1.05443,0.790336,3.549144,4.399289,3.235908,2.506308,0.989193,10.361661,4.810909,2.665985,1.406767,0.495872,1
17.762588,5.682277,3.676086,1.518686,0.668676,1.473434,1.78686,0.767805,0.709118,0.90611,5.810735,5.504512,1.019115,0.991422,0.775151,4.373588,4.961283,2.974259,2.46677,0.997,12.267077,4.263662,2.516571,1.27254,0.535672,1
22.562777,4.17129,3.062792,1.37864,0.66741,1.460078,1.742459,0.845755,0.686841,0.885001,5.113589,5.124534,1.022525,0.913821,0.728137,5.080491,5.193121,2.613279,2.360235,0.981474,16.528248,3.931946,2.277886,1.118623,0.560424,1
30.044744,3.330717,2.527349,1.280593,0.639916,1.397353,1.598309,0.967396,0.677442,0.842012,4.645762,4.380521,1.02856,0.836114,0.668136,5.394567,5.020813,2.258291,2.17949,0.947379,22.509031,3.866973,2.002551,0.965147,0.573808,1
38.024081,3.027318,2.102918,1.203474,0.600302,1.291642,1.402025,1.098051,0.675596,0.78319,4.410636,3.458686,1.042667,0.777166,0.625725,5.15955,4.509518,1.995137,1.938064,0.909312,28.733722,3.961192,1.755861,0.832989,0.581137,1
42.877948,3.199739,1.830284,1.129825,0.5661,1.179022,1.19943,1.199959,0.671797,0.717844,4.401795,2.627244,1.068574,0.749952,0.625037,4.562666,3.852173,1.871003,1.677104,0.885176,32.811346,4.2418,1.625098,0.743219,0.584854,1
43.367576,4.025691,1.797765,1.061006,0.551569,1.127078,1.007733,1.250006,0.659842,0.657975,4.608687,2.101894,1.120222,0.753748,0.669632,3.848724,3.216312,1.885685,1.452843,0.887065,34.113772,4.948955,1.730957,0.711532,0.585013,1
41.877721,5.841879,2.089211,1.011677,0.55954,1.178232,0.835551,1.245708,0.639419,0.616841,4.934571,1.991477,1.192729,0.773483,0.739662,3.327111,2.705983,2.006008,1.305921,0.91486,34.553284,6.406642,2.153664,0.741323,0.580757,1
42.027785,8.709117,2.70493,0.976544,0.582,1.328649,0.689242,1.20466,0.609618,0.603222,5.219381,2.249998,1.269194,0.78586,0.801559,3.152507,2.327627,2.159875,1.22879,0.955433,36.617892,8.622756,2.867493,0.801971,0.572696,1
45.650435,12.149639,3.506769,0.949532,0.608138,1.529632,0.571157,1.150506,0.575153,0.616999,5.330415,2.693586,1.331111,0.767529,0.828405,3.286986,2.022975,2.262435,1.17634,0.988492,41.344942,11.203595,3.719196,0.859526,0.565762,1
51.612582,15.299101,4.20173,0.936574,0.632007,1.693679,0.505491,1.114643,0.54827,0.650774,5.249977,3.102717,1.371799,0.71503,0.812737,3.538079,1.750348,2.260859,1.105678,0.994269,47.358073,13.49169,4.435305,0.902561,0.568887,1
56.462128,17.221179,4.500882,0.954863,0.654079,1.736702,0.528156,1.124528,0.547623,0.692626,5.004672,3.33767,1.390365,0.651137,0.76709,3.677111,1.53068,2.155482,1.005978,0.962001,51.597235,14.799532,4.736374,0.947683,0.588723,1
56.474176,17.291572,4.280211,1.019336,0.674297,1.647736,0.641429,1.199848,0.580281,0.727987,4.682972,3.339781,1.397297,0.60543,0.711203,3.547181,1.405824,1.982961,0.90233,0.895899,51.009305,14.66113,4.492938,1.014104,0.622112,1
49.945742,15.49629,3.624079,1.121408,0.688739,1.512561,0.821873,1.343556,0.637068,0.744984,4.373943,3.114714,1.388967,0.591783,0.659008,3.13664,1.37668,1.784689,0.838347,0.814623,44.351719,13.044338,3.768004,1.098801,0.655911,1
38.370249,12.331416,2.788176,1.238461,0.689309,1.4812,1.020669,1.532537,0.701548,0.739173,4.070399,2.715948,1.351772,0.605071,0.609925,2.558068,1.388476,1.57362,0.836846,0.744942,33.217334,10.355794,2.822628,1.18915,0.672482,1
25.58251,8.802317,2.068391,1.350336,0.666694,1.669046,1.17589,1.71601,0.765149,0.711318,3.789374,2.237106,1.271009,0.631169,0.554253,1.961297,1.3711,1.360037,0.894295,0.712769,21.308728,7.380681,1.987573,1.282673,0.657609,1
14.790752,5.687016,1.66302,1.451024,0.618843,2.06589,1.238421,1.832958,0.836799,0.66797,3.498194,1.746978,1.155751,0.660541,0.485497,1.475254,1.27263,1.169891,0.990352,0.728529,11.544181,4.753546,1.528126,1.403483,0.612298,1
8.155081,3.408495,1.594607,1.539414,0.551194,2.552795,1.195776,1.83755,0.924856,0.617494,3.296685,1.295045,1.024077,0.690404,0.408065,1.180642,1.0852,1.038925,1.097311,0.779565,5.684743,2.810133,1.524767,1.567281,0.547968,1
7.623924,2.319368,1.773097,1.621909,0.478383,2.941002,1.072558,1.712413,1.025949,0.570947,3.284105,0.934199,0.90089,0.718996,0.338954,1.066037,0.853066,0.985287,1.196929,0.839887,4.961702,1.791393,1.894239,1.767338,0.482174,1
14.114078,2.338564,2.045569,1.700774,0.418144,3.070584,0.916026,1.480514,1.118825,0.536035,3.510486,0.674057,0.805475,0.742075,0.296123,1.067506,0.636556,1.003545,1.282805,0.881693,9.654808,1.611671,2.416042,1.967885,0.430627,1
26.342151,3.148789,2.29431,1.760793,0.384304,2.912719,0.782465,1.204476,1.175956,0.514827,4.006127,0.510984,0.74231,0.7562,0.285081,1.161434,0.496078,1.076939,1.355572,0.886649,18.507114,2.02375,2.870189,2.111431,0.401974,1
41.536164,4.398901,2.518464,1.774054,0.383368,2.544787,0.712241,0.964143,1.177777,0.508863,4.700575,0.42789,0.704575,0.764124,0.299647,1.304699,0.463113,1.20147,1.415491,0.856437,29.376326,2.802522,3.170607,2.145143,0.399967,1
55.637704,5.597943,2.674783,1.700738,0.411516,2.123956,0.720586,0.825235,1.124278,0.519433,5.391706,0.39537,0.683594,0.767744,0.330397,1.486382,0.524723,1.34947,1.446203,0.808188,39.377632,3.616644,3.260259,2.032059,0.422973,1
63.734284,6.235856,2.697465,1.532969,0.456262,1.77559,0.781364,0.820688,1.037976,0.545159,5.847907,0.381832,0.671929,0.767085,0.374487,1.697362,0.63114,1.473477,1.427157,0.761019,45.032548,4.077743,3.116795,1.786826,0.464587,1
63.104352,6.108469,2.551784,1.306138,0.501562,1.581384,0.850144,0.936208,0.952282,0.580816,5.992727,0.377702,0.665736,0.755953,0.435431,1.959106,0.740584,1.551586,1.353384,0.728207,44.470424,4.039495,2.79466,1.471027,0.516141,1
53.89996,5.342128,2.285035,1.07676,0.539109,1.591708,0.906089,1.113176,0.897886,0.625589,6.011503,0.391019,0.676925,0.73063,0.523122,2.413762,0.829718,1.580144,1.245134,0.723264,37.899467,3.628537,2.422304,1.159524,0.57216,1
39.562055,4.280731,1.961177,0.895617,0.583983,1.803888,0.944042,1.283835,0.887751,0.691184,6.261847,0.433611,0.729973,0.692094,0.653853,3.133203,0.911374,1.556666,1.138725,0.769754,27.77054,3.122112,2.10357,0.904116,0.635487,1
24.787949,3.312902,1.665379,0.78501,0.666793,2.164948,0.996028,1.418879,0.91889,0.792133,6.924065,0.542981,0.874622,0.652302,0.833673,4.103731,1.052502,1.517173,1.067241,0.890975,17.346385,2.823276,1.919376,0.725667,0.711269,1
13.509274,2.740525,1.489474,0.748813,0.80784,2.606357,1.130849,1.549378,0.986181,0.927755,7.868687,0.769266,1.217314,0.631363,1.044177,5.139397,1.338148,1.539306,1.049819,1.091973,9.319726,2.925923,1.940783,0.623477,0.796584,1
7.308736,2.624616,1.500255,0.793644,1.001256,3.070326,1.413372,1.734127,1.100494,1.074024,8.714895,1.173888,1.880045,0.652439,1.245453,5.954209,1.798226,1.723222,1.08333,1.34572,4.871409,3.362205,2.21613,0.595882,0.878818,1
5.037839,2.788487,1.700995,0.919951,1.2098,3.493379,1.85412,2.004355,1.269673,1.192831,9.020589,1.778217,2.894599,0.732114,1.394036,6.316371,2.371535,2.116425,1.149086,1.597347,3.332435,3.851373,2.697031,0.64186,0.942132,1
4.400733,2.95483,2.015275,1.105862,1.376603,4.131156,2.380737,2.330617,1.475738,1.252179,8.509979,2.50618,4.134087,0.865644,1.461369,6.16551,2.903023,2.657224,1.220109,1.78616,3.240255,4.083047,3.231295,0.742073,0.97483,1
3.764243,2.920562,2.314857,1.299381,1.448492,4.638245,2.855929,2.64997,1.660331,1.244243,7.323191,3.187419,5.308807,1.031748,1.444957,5.641897,3.22376,3.180755,1.267366,1.868776,3.574473,3.941743,3.606219,0.856469,0.970979,1
3.206625,2.721173,2.499314,1.442855,1.402059,6.616694,3.506239,3.077928,1.784962,1.194564,5.912542,3.662678,6.066951,1.213896,1.366061,4.943771,3.236124,3.483102,1.273565,1.835931,4.246866,3.565041,3.670676,0.9473,0.930864,1
2.945899,2.427367,2.484274,1.483904,1.253874,13.138389,4.940138,3.829948,1.865366,1.145169,4.81707,3.845953,6.147158,1.398382,1.257593,4.319623,2.982229,3.42616,1.231183,1.710289,5.267221,3.304767,3.353032,0.986016,0.860856,1
3.39727,2.280322,2.257905,1.40073,1.050834,26.425065,7.713653,5.05968,1.948057,1.131156,4.428968,3.775252,5.504759,1.56932,1.147128,4.018855,2.647361,3.003938,1.144421,1.533303,6.83333,3.744957,2.712573,0.963785,0.771993,1
5.658441,2.762122,2.014921,1.234389,0.846736,45.801087,11.789822,6.700805,2.084547,1.162017,4.852991,3.636943,4.348644,1.7008,1.047417,4.154451,2.482703,2.37727,1.034815,1.352638,9.611848,5.409182,2.053376,0.905221,0.676223,1
10.684628,4.251989,2.03328,1.062975,0.677364,66.805211,16.328101,8.411917,2.281668,1.213333,5.784828,3.623488,3.039088,1.765484,0.957885,4.654482,2.655057,1.786461,0.935711,1.209291,14.247288,8.405302,1.752638,0.848827,0.581919,1
18.246019,6.734064,2.462941,0.962569,0.552993,83.313983,19.948981,9.679857,2.477647,1.240873,6.775804,3.816746,1.94175,1.740531,0.869136,5.30583,3.122988,1.41402,0.878043,1.125806,20.592331,12.186075,2.029938,0.82547,0.493808,1
26.831549,9.655786,3.212271,0.958776,0.463168,89.51719,21.308231,10.04177,2.581328,1.208241,7.389188,4.155523,1.249134,1.618732,0.777235,5.920813,3.688701,1.30083,0.87555,1.100457,27.509395,15.697826,2.812666,0.836363,0.414426,1
33.904736,12.105968,3.970454,1.021173,0.396304,83.338901,19.799619,9.333645,2.527745,1.109837,7.342456,4.413163,0.945767,1.435979,0.694231,6.280952,4.082484,1.351807,0.938611,1.115337,33.060107,17.793731,3.741718,0.870114,0.348702,1
37.055966,13.246658,4.386056,1.08156,0.348113,66.714844,15.865545,7.739882,2.304254,0.970323,6.575266,4.377717,0.892687,1.252128,0.638293,6.193924,4.145019,1.413559,1.061161,1.144654,35.341513,17.761312,4.377523,0.91293,0.299687,1
35.027945,12.674522,4.267602,1.083046,0.32167,45.260272,10.834452,5.746197,1.96125,0.824834,5.340209,3.995278,0.942864,1.1343,0.623003,5.599231,3.907241,1.392198,1.221244,1.160201,33.304689,15.613194,4.441142,0.958684,0.267637,1
28.600781,10.684139,3.726953,1.020071,0.322541,25.308502,6.197685,3.891063,1.598272,0.702884,4.055067,3.377337,1.037332,1.117237,0.648324,4.605345,3.520129,1.289934,1.376889,1.144501,27.453953,12.077038,3.965573,1.005173,0.251559,1
20.766682,8.137793,3.085862,0.946705,0.353597,11.302749,2.984728,2.523417,1.300393,0.619369,3.119156,2.748516,1.171081,1.18793,0.700052,3.511739,3.18378,1.152438,1.478918,1.100824,20.026147,8.393178,3.215121,1.04795,0.250907,1
16.129275,5.88365,2.740633,0.93013,0.41136,4.268517,1.399283,1.724179,1.100274,0.574402,2.804381,2.311192,1.376446,1.286395,0.755488,2.745959,3.031154,1.041921,1.495949,1.052987,15.078684,5.478385,2.55202,1.07515,0.266035,1
19.177023,4.471965,2.888588,1.009077,0.486095,1.858838,0.937263,1.343385,0.974243,0.55932,3.193942,2.208271,1.689339,1.336145,0.789927,2.660391,3.181258,0.995421,1.42402,1.027747,17.096743,3.791335,2.212344,1.072667,0.293986,1
30.791712,3.941096,3.4242,1.172761,0.571553,1.555596,0.930571,1.18383,0.881079,0.567126,4.189138,2.44455,2.122442,1.282907,0.787018,3.318806,3.671814,1.018589,1.286651,1.046052,27.575307,3.222279,2.189767,1.028266,0.328775,1
47.421624,3.932888,4.036662,1.356316,0.670694,1.666654,1.053057,1.125239,0.791999,0.593201,5.43502,2.865844,2.691665,1.131367,0.748975,4.465601,4.41175,1.111001,1.127757,1.111309,43.650487,3.272339,2.313305,0.937204,0.364475,1
62.588198,4.019498,4.388807,1.485009,0.792488,1.895427,1.218979,1.128689,0.698346,0.631704,6.528895,3.337787,3.405472,0.955164,0.694663,5.620719,5.20722,1.27627,1.001372,1.212135,59.159081,3.424453,2.34511,0.814942,0.398942,1
70.089205,3.923857,4.301414,1.514737,0.941759,2.146227,1.441067,1.187371,0.598869,0.673288,7.035767,3.743632,4.207575,0.847205,0.649148,6.243064,5.85844,1.539426,0.950285,1.327708,67.692624,3.402392,2.185718,0.695525,0.43379,1
67.739771,3.689138,3.900503,1.456838,1.111605,2.551399,1.785239,1.350069,0.50733,0.710023,6.880859,3.999051,4.977873,0.880593,0.635035,6.155017,6.248337,1.951707,0.993256,1.434956,66.548361,3.226181,1.989246,0.624218,0.472283,1
58.006474,3.449602,3.416082,1.363204,1.275749,3.29935,2.456727,1.713385,0.453686,0.736679,6.312106,4.100786,5.570865,1.069994,0.661684,5.471624,6.403948,2.526437,1.116095,1.513783,57.579273,3.054427,1.949737,0.634815,0.514337,1
46.298394,3.294905,3.044779,1.27558,1.394805,5.503767,3.720068,2.347762,0.475993,0.752636,5.743586,4.104864,5.843857,1.365284,0.722162,4.574194,6.403938,3.188755,1.272147,1.548731,45.735701,2.970282,2.152358,0.722865,0.554183,1
38.190557,3.213767,2.877349,1.215435,1.432486,9.802797,5.673079,3.204995,0.605387,0.763343,5.617398,4.113658,5.6809,1.673441,0.795257,3.958886,6.324985,3.768878,1.403785,1.539043,36.41793,2.935044,2.529551,0.852896,0.581514,1
37.801413,3.271656,2.939958,1.177933,1.371594,16.007617,8.059999,4.113066,0.848043,0.777441,5.945861,4.23407,5.064234,1.90401,0.852575,3.965798,6.268669,4.07826,1.468024,1.504298,33.920634,2.947456,2.981243,0.98206,0.587103,1
46.841265,3.727227,3.274752,1.17266,1.229769,22.794235,10.326176,4.841075,1.168636,0.803215,6.597675,4.562719,4.140459,2.013176,0.87382,4.850139,6.405404,4.042148,1.464144,1.472835,39.79149,3.209945,3.462349,1.098948,0.571108,1
63.760452,4.921822,3.927094,1.216765,1.052634,28.088109,11.80475,5.197968,1.490783,0.840037,7.248571,5.131554,3.159453,1.993426,0.852428,6.424742,6.854422,3.70289,1.409345,1.462169,51.831117,3.982428,3.988595,1.204615,0.542415,1
85.888215,7.05313,4.883068,1.331908,0.889642,30.00014,12.265068,5.105949,1.744536,0.878674,7.648008,5.899976,2.389247,1.881161,0.795006,8.259462,7.600862,3.205767,1.327865,1.469507,66.654037,5.438246,4.587315,1.31104,0.512818,1
107.762189,10.100109,6.0365,1.516923,0.771885,28.563355,12.14484,4.686558,1.912985,0.920092,7.591941,6.712861,1.965633,1.734347,0.722061,9.734968,8.462231,2.702446,1.239791,1.473375,79.770611,7.578848,5.227262,1.4169,0.492495,1
124.958701,13.841661,7.189618,1.729802,0.701955,25.969939,12.484517,4.27118,2.027464,0.985265,7.154798,7.403963,1.868105,1.599639,0.661853,10.364114,9.198013,2.314017,1.160701,1.445738,88.209204,10.244226,5.794187,1.501844,0.485575,1
131.581256,17.71755,8.087625,1.893985,0.66112,25.016105,14.246291,4.154977,2.132404,1.098443,6.405514,7.825677,1.970301,1.494155,0.637507,9.93496,9.573314,2.088696,1.103092,1.369413,88.879234,12.939963,6.129044,1.534936,0.490442,1
126.004096,20.887148,8.48409,1.932502,0.625671,27.10353,17.620637,4.442019,2.249749,1.259528,5.587825,7.881124,2.127778,1.403787,0.656012,8.639346,9.437788,1.999717,1.069914,1.249576,82.062041,14.97823,6.080873,1.484953,0.5016,1
109.582208,22.50992,8.227192,1.815353,0.58135,31.481521,21.707951,4.946586,2.358789,1.43166,4.826495,7.513752,2.228584,1.30118,0.703839,6.952726,8.746137,1.985938,1.071695,1.108866,69.394299,15.742887,5.571569,1.350766,0.512012,1
86.357601,22.072385,7.337448,1.5767,0.525727,35.433689,24.840211,5.301981,2.40417,1.554802,4.208866,6.770282,2.2399,1.1753,0.75314,5.410831,7.599649,1.965065,1.112738,0.973398,53.71906,14.965366,4.658235,1.168995,0.516296,1
61.424856,19.582735,6.026105,1.297078,0.467593,35.902837,25.455795,5.20426,2.329552,1.574246,3.795048,5.818695,2.170893,1.017738,0.776229,4.401418,6.244544,1.907264,1.186903,0.863284,38.042316,12.840854,3.545527,0.995711,0.512907,1
39.953981,15.778754,4.575039,1.059214,0.421549,31.545262,22.881082,4.554478,2.129389,1.472634,3.427899,4.834899,2.036976,0.835827,0.762705,4.001237,4.976188,1.855763,1.275732,0.788247,24.858805,9.987968,2.472383,0.87472,0.503171,1
28.61145,11.637094,3.232805,0.913692,0.402651,24.145096,17.869272,3.571835,1.858193,1.284689,3.111223,4.033957,1.867966,0.661308,0.727142,4.044826,4.002574,1.83192,1.345568,0.752255,17.435547,7.099557,1.612946,0.819954,0.489425,1
30.404004,8.07072,2.145825,0.861349,0.419926,17.43148,12.231614,2.617775,1.633373,1.083583,2.743763,3.577281,1.703409,0.530419,0.698855,4.183626,3.365723,1.815113,1.366284,0.758946,16.75758,4.70464,1.027483,0.812266,0.470871,1
43.18826,5.833039,1.366044,0.866653,0.473992,14.227812,7.917633,2.144921,1.569164,0.944213,2.339263,3.443405,1.57609,0.46175,0.705196,4.203905,2.97634,1.761366,1.323401,0.81717,21.104026,3.10279,0.679805,0.815808,0.445016,1
61.2827,5.283333,0.876391,0.884816,0.556024,16.526186,6.391947,2.570131,1.715363,0.904564,1.90949,3.484088,1.50772,0.45237,0.75968,3.938109,2.747631,1.640911,1.218163,0.933416,27.86273,2.433356,0.486253,0.801319,0.413902,1
77.454617,6.314036,0.647141,0.888889,0.649967,24.578717,7.971104,3.984963,2.014631,0.952649,1.516873,3.515336,1.501329,0.482725,0.857238,3.595826,2.628853,1.443434,1.081234,1.101786,34.200241,2.765807,0.410342,0.769496,0.3863,1
87.844863,8.410205,0.625726,0.864702,0.736461,36.510029,11.960976,5.979429,2.351315,1.04442,1.257598,3.433656,1.54132,0.525788,0.977496,3.423941,2.586793,1.217158,0.965318,1.299028,40.434423,3.951655,0.468669,0.740022,0.37295,1
90.581915,10.97698,0.75947,0.810133,0.796567,49.826481,17.247979,8.0076,2.641078,1.140414,1.174778,3.266371,1.569422,0.559764,1.091865,3.847245,2.57273,1.038867,0.912714,1.485063,48.513854,5.748452,0.708435,0.734461,0.379746,1
87.158823,13.499384,1.004329,0.734459,0.817515,61.440425,22.737453,9.645653,2.862263,1.228749,1.232261,3.104591,1.526159,0.570975,1.170024,4.977508,2.556793,0.969043,0.937415,1.612869,59.705689,7.884516,1.153998,0.760948,0.403791,1
80.594902,15.372769,1.298052,0.653464,0.794549,68.29593,27.311667,10.507514,3.033617,1.312549,1.373948,3.042581,1.382323,0.55788,1.186749,6.591667,2.540488,1.011913,1.022947,1.645882,73.167209,9.845199,1.72767,0.804396,0.433272,1
73.452773,15.948146,1.545886,0.583309,0.731098,68.829338,29.887477,10.426939,3.180584,1.391365,1.563089,3.120755,1.146786,0.530607,1.132141,8.098402,2.520256,1.119937,1.135043,1.573705,85.236665,10.971299,2.240042,0.833951,0.452758,1
6.254445,2.125093,1.087525,0.954281,0.464276,0.978968,0.780647,0.988649,0.970963,0.509424,1.999393,2.034357,1.729435,0.720337,0.345712,1.209531,1.479265,1.425617,1.307098,0.628097,4.304808,2.472317,1.088544,1.025451,0.333965,2
14.373874,3.558641,1.106755,0.903834,0.434443,1.15585,1.023832,0.879605,0.986294,0.506376,1.979584,1.946252,1.589474,0.76074,0.360897,1.151582,1.395478,1.327086,1.383288,0.607275,10.136145,3.430725,1.13213,1.058773,0.331621,2
30.8825,5.843558,1.149421,0.84934,0.429854,1.381175,1.218791,0.796192,0.966247,0.524231,2.112131,1.747453,1.371005,0.790137,0.378836,1.194611,1.255638,1.236156,1.488224,0.6027,22.087689,4.935421,1.196098,1.078411,0.328907,2
52.995183,8.442731,1.153562,0.799638,0.457379,1.564576,1.299385,0.809789,0.926716,0.574148,2.481627,1.567521,1.16779,0.801419,0.408294,1.346102,1.089508,1.162204,1.577589,0.612,38.457864,6.706072,1.202782,1.073774,0.332617,2
75.593124,10.620905,1.175814,0.752132,0.51903,1.706062,1.282413,0.992732,0.887217,0.668509,3.029787,1.589012,1.118214,0.797465,0.462105,1.539546,0.929638,1.119382,1.603691,0.631908,55.429147,8.264745,1.166297,1.034738,0.355205,2
91.687092,11.707151,1.265975,0.70627,0.609684,1.931631,1.254946,1.455594,0.882352,0.817055,3.588243,1.935712,1.387736,0.80461,0.551254,1.736732,0.817796,1.142647,1.550315,0.679559,67.764186,9.223214,1.137642,0.962973,0.410304,2
95.531115,11.461909,1.464998,0.680886,0.724548,2.755628,1.42259,2.335918,0.973588,1.043975,3.940371,2.577646,2.105784,0.900885,0.691742,1.865661,0.82797,1.271729,1.450122,0.806285,71.021641,9.455946,1.196816,0.886773,0.516601,2
85.768946,10.166355,1.77514,0.705769,0.859822,5.246221,2.05852,3.662314,1.215043,1.370794,3.971065,3.311714,3.301866,1.176767,0.892716,1.90503,1.032666,1.549939,1.380454,1.067541,63.969836,9.117149,1.415576,0.852258,0.686548,2
65.999338,8.451573,2.155123,0.802102,1.006828,10.733145,3.44903,5.299357,1.609029,1.789829,3.703404,3.892925,4.876532,1.657735,1.142913,1.897037,1.459463,2.000831,1.412419,1.480161,49.31088,8.542191,1.821281,0.895171,0.909405,2
42.798129,6.95315,2.529742,0.957492,1.148689,20.313698,5.770008,7.008321,2.092502,2.255441,3.252654,4.161966,6.567375,2.264992,1.413862,1.866018,2.046747,2.599968,1.570352,1.995688,31.946538,8.019848,2.3625,1.010412,1.147869,2
22.947888,5.964825,2.810579,1.124524,1.262477,34.120846,8.906299,8.484653,2.547957,2.688132,2.76106,4.096119,8.002606,2.829026,1.667607,1.816758,2.65646,3.250084,1.812779,2.507365,17.072043,7.617883,2.927396,1.148288,1.348064,2
10.103366,5.381857,2.927716,1.24948,1.325901,49.874015,12.426856,9.480529,2.863141,2.998637,2.350235,3.789593,8.812745,3.171778,1.864531,1.745741,3.136758,3.806425,2.060162,2.889192,7.377203,7.231546,3.376458,1.253386,1.459943,2
4.17472,4.988655,2.898051,1.321538,1.336408,64.238876,15.787918,9.917623,2.997486,3.124225,2.074274,3.43336,8.814985,3.20633,1.984245,1.675927,3.473117,4.222396,2.279729,3.053539,2.947803,6.844345,3.664293,1.322863,1.463832,2
2.562114,4.896997,2.873195,1.396605,1.325537,73.093556,18.328186,9.884295,3.008183,3.057552,2.067205,3.396775,8.210393,2.998078,2.042683,1.757622,3.911604,4.617464,2.539216,3.009749,1.985023,6.775015,3.933195,1.431754,1.383575,2
2.801839,5.382455,3.128339,1.586306,1.346395,74.079935,19.568304,9.658501,3.011464,2.848611,2.492663,3.906195,7.489682,2.754359,2.075142,2.151957,4.695481,5.222287,2.962766,2.846509,2.837931,7.332418,4.48156,1.706751,1.273484,2
5.228736,6.914213,3.999841,1.979007,1.445162,66.76867,19.236087,9.457693,3.11191,2.577587,3.531008,4.941695,7.179412,2.72926,2.114242,2.978627,5.867564,6.200212,3.668826,2.678036,5.705265,8.776104,5.671376,2.245258,1.191532,2
13.116223,9.957389,5.623604,2.571876,1.628611,54.068533,17.520867,9.287856,3.332438,2.312734,5.246581,6.240601,7.501292,3.076567,2.167003,4.127599,7.188221,7.446022,4.654671,2.571503,12.388721,11.303426,7.596567,3.033709,1.167258,2
